../lichen/abby/WIS-L-0012311_lg.txt,1,h
../lichen/abby/WIS-L-0012511_lg.txt,2,h
../lichen/abby/WIS-L-0012611_lg.txt,2,h
../lichen/abby/WIS-L-0012711_lg.txt,3,h
../lichen/abby/WIS-L-0012811_lg.txt,1,t
../lichen/abby/WIS-L-0012911_lg.txt,2,h
../lichen/abby/WIS-L-0013011_lg.txt,1,h
../lichen/abby/WIS-L-0013111_lg.txt,1,h
../lichen/abby/WIS-L-0013211_lg.txt,3,h
../lichen/abby/WIS-L-0013311_lg.txt,1,h
../lichen/abby/WIS-L-0013411_lg.txt,1,h
../lichen/abby/WIS-L-0013511_lg.txt,1,h
../lichen/abby/WIS-L-0013611_lg.txt,3,h
../lichen/abby/WIS-L-0013711_lg.txt,2,h
../lichen/abby/WIS-L-0014411_lg.txt,2,t
../lichen/abby/WIS-L-0014511_lg.txt,2,t
../lichen/abby/WIS-L-0014611_lg.txt,2,h
../lichen/abby/WIS-L-0014811_lg.txt,2,t
../lichen/abby/WIS-L-0014911_lg.txt,2,h
../lichen/abby/WIS-L-0015011_lg.txt,2,h
../lichen/abby/WIS-L-0015111_lg.txt,1,t
../lichen/abby/WIS-L-0015211_lg.txt,2,h
../lichen/abby/WIS-L-0015411_lg.txt,2,h
../lichen/abby/WIS-L-0015511_lg.txt,2,h
../lichen/abby/WIS-L-0015911_lg.txt,2,h
../lichen/abby/WIS-L-0016011_lg.txt,1,h
../lichen/abby/WIS-L-0016111_lg.txt,1,h
../lichen/abby/WIS-L-0016211_lg.txt,2,h
../lichen/abby/WIS-L-0016311_lg.txt,2,h
../lichen/abby/WIS-L-0016411_lg.txt,1,h
../lichen/abby/WIS-L-0016511_lg.txt,2,h
../lichen/abby/WIS-L-0016611_lg.txt,1,t
../lichen/abby/WIS-L-0016711_lg.txt,2,h
